strategy,start_date,end_date,n_days,total_return,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,calmar
Buy and Hold,2021-01-05,2025-12-30,1253,0.8504156409416732,0.12356854886510277,0.16945077469508638,0.7292297665056703,0.9830391321684323,-0.2542509661923038,0.486010144683742
