strategy,start_date,end_date,n_days,total_return,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,calmar,fixed_weight
Single-Regime No-Belief,2021-01-05,2025-12-30,1253,0.5512095256446536,0.08815405750168277,0.1208865319967672,0.7292297665056702,0.9830391321684322,-0.18883842636121728,0.466822665282427,0.7134020615384805
