strategy,start_date,end_date,n_days,total_return,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,calmar
Moving Average Crossover 50/200,2021-01-05,2025-12-30,1253,0.3318858433524323,0.057639391895183086,0.12071991419194533,0.47746382426627754,0.49850572040862473,-0.19902305409368115,0.2896116339770966
