strategy,start_date,end_date,n_days,total_return,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,calmar,risk_aversion,average_weight,min_weight,max_weight
Bayesian Belief-State,2021-01-05,2025-12-30,1253,0.215701362177938,0.03908135123146052,0.09052573178100372,0.43171538591927194,0.5610772205363961,-0.15106992570406752,0.2586970970517149,2.0,0.6110201397809294,0.0,1.0
